campaign_id,branch_type,region,season,occasion,cake_type,promotion_type,discount_percent,social_media_spend,influencer_support,customization_available,personalized_bundle,day_of_week,campaign_duration_days,estimated_foot_traffic,website_visits,branch_capacity,base_price,actual_orders,actual_revenue,gross_margin_percent,campaign_cost,actual_profit,actual_roi,success_label
CMP-02217,Hospital,Bangkok,Mother's Day,Office Celebration,Cheesecake,Limited Edition,25,35674,0,1,0,Weekend,7,3816,4586,213,925,199,156500.57,45.27,53399.45,17446.77,0.327,0
CMP-02218,Neighborhood,Central,Graduation,Self Reward,Vanilla,Personalized Box,10,58191,0,1,0,Weekday,12,5191,11539,347,894,597,523577.36,52.51,79858.72,195070.4,2.443,1
CMP-02219,University Area,South,Normal,Friend Group,Fruit Cake,Bundle,25,14848,0,0,1,Weekday,3,5997,1907,462,898,80,60345.6,45.91,35833.11,-8126.63,-0.227,0
CMP-02220,Mall,Bangkok,Normal,Self Reward,Red Velvet,Limited Edition,20,5000,0,1,0,Weekend,10,13282,1482,735,876,281,223233.95,47.79,26621.28,80063.64,3.008,0
CMP-02221,Mall,Northeast,Songkran,Birthday,Chocolate,Limited Edition,0,5000,0,0,1,Weekend,10,8827,1141,426,737,230,197445.25,58.08,48930.91,65751.45,1.344,0
CMP-02222,University Area,Bangkok,Normal,Seasonal Gift,Vanilla,Bundle,25,5000,0,0,1,Weekend,12,8165,2359,411,871,259,189494.76,56.01,54248.46,51883.34,0.956,0
CMP-02223,CBD / Office,Central,Normal,Seasonal Gift,Matcha,Creator Collaboration,15,38192,1,0,0,Weekday,12,11099,9613,636,955,534,433474.5,53.81,94901.54,138342.25,1.458,0
CMP-02224,Neighborhood,Bangkok,Mother's Day,Family Celebration,Strawberry,Limited Edition,20,17611,0,0,0,Weekend,7,4036,3006,482,852,218,154532.35,50.3,41030.87,36698.56,0.894,0
CMP-02225,Mall,Northeast,Mother's Day,Couple Gift,Cheesecake,Social Challenge,25,35380,1,1,0,Weekend,14,9218,6822,747,873,772,550959.03,46.93,131535.07,127003.08,0.966,0
CMP-02226,Neighborhood,North,Normal,Friend Group,Vanilla,Discount,10,5000,0,0,0,Weekend,11,3342,2157,440,779,118,82729.8,58.57,42955.4,5495.48,0.128,0
CMP-02227,Hospital,Central,Normal,Birthday,Cheesecake,Creator Collaboration,15,87701,1,1,0,Weekend,3,4918,21531,249,1003,106,98503.63,59.62,121961.69,-63231.92,-0.518,0
CMP-02228,Mall,North,Normal,Seasonal Gift,Cheesecake,Creator Collaboration,20,37797,1,0,0,Weekday,11,10085,7756,775,1023,594,486129.6,46.82,112300.82,115317.71,1.027,0
CMP-02229,Hospital,Bangkok,New Year,Self Reward,Matcha,Creator Collaboration,10,55241,0,0,0,Weekday,5,4176,11001,172,884,126,100245.6,52.93,76179.5,-23123.68,-0.304,0
CMP-02230,Mall,Bangkok,Normal,Office Celebration,Chocolate,Social Challenge,15,46668,0,0,0,Weekday,3,10761,7872,585,748,241,153227.8,58.17,56021.74,33110.83,0.591,0
CMP-02231,Hospital,Central,Mother's Day,Self Reward,Chocolate,Creator Collaboration,20,83507,1,0,0,Weekday,4,5553,24463,338,761,165,100452.0,48.08,117374.23,-69078.74,-0.589,0
CMP-02232,CBD / Office,Central,Back to School,Seasonal Gift,Chocolate,Free Add-on,30,50937,0,0,0,Weekday,7,8278,7108,644,781,409,223600.3,41.65,77654.62,15480.7,0.199,0
CMP-02233,Neighborhood,Bangkok,Valentine,Couple Gift,Vanilla,Limited Edition,5,5000,1,1,0,Weekend,3,5899,2286,252,743,109,87216.52,53.25,46906.0,-463.37,-0.01,0
CMP-02234,CBD / Office,Bangkok,Normal,Seasonal Gift,Fruit Cake,Creator Collaboration,5,71046,1,1,0,Weekend,14,8225,17945,409,943,759,741145.66,57.65,158505.31,268729.06,1.695,1
CMP-02235,University Area,Central,Normal,Family Celebration,Chocolate,Personalized Box,15,5000,0,1,0,Weekend,9,7429,1944,482,803,183,136148.25,51.23,22969.38,46775.06,2.036,0
CMP-02236,University Area,Bangkok,Normal,Birthday,Strawberry,Personalized Box,10,11124,0,1,0,Weekday,14,8412,2229,511,861,227,191733.51,52.24,45641.69,54521.77,1.195,0
CMP-02237,Mall,South,Normal,Family Celebration,Red Velvet,Free Add-on,10,22002,0,1,1,Weekend,9,11103,3589,565,895,280,272903.4,63.18,68402.29,104008.96,1.521,0
CMP-02238,CBD / Office,Central,Valentine,Office Celebration,Red Velvet,Creator Collaboration,15,36016,0,1,1,Weekday,4,7462,6817,477,926,233,221907.1,46.82,58465.39,45420.77,0.777,0
CMP-02239,CBD / Office,Bangkok,Christmas,Seasonal Gift,Fruit Cake,Discount,10,13224,0,0,0,Weekend,8,10410,2953,373,951,298,255058.2,50.59,34872.55,94151.15,2.7,1
CMP-02240,Hospital,North,Normal,Couple Gift,Chocolate,Creator Collaboration,5,33311,0,0,0,Weekday,12,3327,7658,219,726,333,229670.1,49.16,60756.65,52159.65,0.859,0
CMP-02241,Mall,Bangkok,Songkran,Couple Gift,Red Velvet,Personalized Box,5,44264,0,1,0,Weekday,6,14236,7863,668,952,343,338128.03,59.49,55509.49,145650.0,2.624,0
CMP-02242,CBD / Office,North,New Year,Self Reward,Red Velvet,Social Challenge,25,90855,1,0,0,Weekend,10,7416,29854,450,1023,631,484134.75,45.71,150713.02,70587.65,0.468,0
CMP-02243,Transit,Northeast,Valentine,Office Celebration,Vanilla,Social Challenge,25,57150,1,1,1,Weekday,13,7013,11704,391,734,658,438297.09,45.96,125406.98,76022.43,0.606,0
CMP-02244,University Area,Bangkok,New Year,Friend Group,Strawberry,Social Challenge,20,78868,1,1,0,Weekday,6,7809,17152,302,860,222,166482.24,42.19,127643.22,-57397.98,-0.45,0
CMP-02245,Mall,North,Christmas,Seasonal Gift,Chocolate,Social Challenge,15,56985,1,1,1,Weekday,12,10837,16904,777,751,1188,917615.36,55.92,135026.96,378073.01,2.8,1
CMP-02246,Mall,South,Mother's Day,Seasonal Gift,Cheesecake,Discount,10,5000,0,0,0,Weekday,3,10561,1100,551,937,150,126495.0,51.17,12148.96,52579.26,4.328,0
CMP-02247,Neighborhood,Bangkok,New Year,Office Celebration,Red Velvet,Social Challenge,5,28241,1,1,0,Weekday,3,7257,6296,314,900,134,124881.3,55.02,62429.65,6280.74,0.101,0
CMP-02248,Mall,South,Songkran,Family Celebration,Strawberry,Social Challenge,15,24129,0,0,0,Weekday,6,11837,5622,576,1014,338,291322.2,49.83,46030.49,99121.63,2.153,0
CMP-02249,Mall,North,Valentine,Seasonal Gift,Red Velvet,Free Add-on,25,5000,0,1,1,Weekend,4,8526,1063,435,986,194,173590.23,48.75,28180.39,56449.16,2.003,1
CMP-02250,Hospital,Bangkok,Songkran,Couple Gift,Strawberry,Personalized Box,5,16597,0,1,0,Weekday,3,2786,3378,280,944,110,107526.32,53.62,28468.11,29182.36,1.025,0
CMP-02251,Hospital,Bangkok,Christmas,Seasonal Gift,Fruit Cake,Social Challenge,20,51308,0,1,0,Weekend,14,3503,12617,183,894,361,281424.05,55.9,103509.26,53812.78,0.52,0
CMP-02252,Mall,Bangkok,New Year,Seasonal Gift,Fruit Cake,Bundle,10,16822,0,1,0,Weekday,10,11643,3498,740,902,442,391109.0,52.59,48402.02,157274.22,3.249,0
CMP-02253,Mall,North,Mother's Day,Self Reward,Vanilla,Personalized Box,10,5032,0,0,1,Weekday,5,11312,1497,520,729,219,160928.21,56.23,32138.57,58357.6,1.816,0
CMP-02254,University Area,Bangkok,Mother's Day,Self Reward,Chocolate,Bundle,10,48756,1,0,1,Weekend,6,6932,8620,349,880,296,262563.84,48.01,118200.02,7844.03,0.066,0
CMP-02255,Mall,Bangkok,Christmas,Couple Gift,Chocolate,Bundle,20,28013,0,1,0,Weekday,13,12518,4959,587,750,556,363624.0,59.32,72450.83,143242.5,1.977,0
CMP-02256,CBD / Office,Central,Normal,Family Celebration,Red Velvet,Free Add-on,25,26188,0,0,0,Weekday,5,9731,3244,656,871,155,101253.75,48.16,44881.4,3886.31,0.087,0
CMP-02257,Mall,Bangkok,Christmas,Office Celebration,Vanilla,Creator Collaboration,30,72267,1,0,1,Weekday,14,13984,17057,667,823,1136,732983.55,48.1,168835.99,183695.5,1.088,0
CMP-02258,Neighborhood,Bangkok,Songkran,Friend Group,Red Velvet,Creator Collaboration,15,91523,1,1,0,Weekday,8,6122,29764,430,1060,409,401674.81,56.95,142681.9,86088.17,0.603,0
CMP-02259,Mall,Bangkok,New Year,Self Reward,Cheesecake,Bundle,15,43953,0,0,0,Weekend,13,15463,6408,611,969,870,716575.5,47.64,70671.64,270682.99,3.83,1
CMP-02260,University Area,Bangkok,Normal,Seasonal Gift,Matcha,Social Challenge,30,77517,1,0,1,Weekend,14,5826,18812,373,865,756,512688.96,42.87,174878.07,44927.48,0.257,0
CMP-02261,Hospital,Central,Mother's Day,Office Celebration,Strawberry,Bundle,10,31998,0,0,1,Weekday,3,4356,4634,308,837,113,95337.65,61.81,49505.87,9420.27,0.19,0
CMP-02262,University Area,South,Valentine,Seasonal Gift,Cheesecake,Personalized Box,30,18056,0,1,0,Weekend,10,6659,4030,267,995,332,252049.42,47.82,39091.33,81426.22,2.083,1
CMP-02263,CBD / Office,Central,Mother's Day,Couple Gift,Strawberry,Creator Collaboration,0,31873,1,0,0,Weekend,8,8416,6797,378,870,357,310590.0,54.0,91826.84,75899.75,0.827,0
CMP-02264,Mall,Bangkok,New Year,Seasonal Gift,Red Velvet,Social Challenge,25,31538,0,0,0,Weekend,6,13249,6639,537,1134,477,405688.5,42.66,46489.98,126571.45,2.723,1
CMP-02265,CBD / Office,Northeast,Valentine,Couple Gift,Fruit Cake,Free Add-on,5,41121,0,0,0,Weekday,8,8809,6615,400,921,428,374478.6,58.38,63165.97,155466.47,2.461,1
CMP-02266,Hospital,Northeast,Christmas,Birthday,Strawberry,Creator Collaboration,15,48464,0,1,0,Weekend,13,5697,8465,236,770,380,271093.9,51.15,97110.96,41549.78,0.428,0
CMP-02267,University Area,Bangkok,Songkran,Friend Group,Red Velvet,Bundle,20,17808,0,1,1,Weekday,14,9060,2974,439,1056,418,427282.94,58.46,60805.44,189005.15,3.108,0
CMP-02268,University Area,North,Normal,Office Celebration,Fruit Cake,Limited Edition,10,54500,1,0,0,Weekend,10,7540,10350,303,956,397,355241.95,53.74,124574.92,66349.48,0.533,0
CMP-02269,Neighborhood,Northeast,Normal,Self Reward,Chocolate,Social Challenge,20,32495,1,1,0,Weekday,11,4126,12532,455,886,720,556266.24,47.09,94726.32,167206.71,1.765,1
CMP-02270,Transit,North,Graduation,Couple Gift,Chocolate,Creator Collaboration,15,15228,0,1,0,Weekday,9,5730,4511,241,815,274,206896.72,51.87,52392.9,54925.36,1.048,0
CMP-02271,Transit,Central,Back to School,Seasonal Gift,Cheesecake,Creator Collaboration,25,25768,0,1,0,Weekday,8,7745,8549,217,991,204,165269.07,51.31,51463.5,33342.7,0.648,0
CMP-02272,CBD / Office,Central,Mother's Day,Couple Gift,Chocolate,Limited Edition,20,22364,0,1,0,Weekend,13,9580,2700,457,913,498,412334.76,54.61,46554.18,178621.06,3.837,0
CMP-02273,Hospital,South,Valentine,Birthday,Vanilla,Limited Edition,10,57925,0,0,0,Weekend,12,4261,7621,192,676,328,207537.41,52.7,81017.6,28364.95,0.35,0
CMP-02274,Neighborhood,Bangkok,Valentine,Family Celebration,Red Velvet,Discount,25,25063,0,0,0,Weekday,4,5020,3875,370,968,158,114708.0,51.6,39993.16,19195.08,0.48,0
CMP-02275,Neighborhood,South,Valentine,Friend Group,Red Velvet,Limited Edition,15,5000,0,0,0,Weekend,6,4585,2305,409,1057,173,161649.12,44.25,20244.98,51291.36,2.534,0
CMP-02276,CBD / Office,North,Normal,Birthday,Red Velvet,Limited Edition,20,38143,1,1,0,Weekday,7,7273,6251,447,941,349,297827.55,45.41,88243.15,47005.01,0.533,0
CMP-02277,University Area,Bangkok,Normal,Seasonal Gift,Strawberry,Limited Edition,5,41026,1,0,0,Weekend,14,9914,6957,275,913,495,446511.78,52.13,98860.62,133908.89,1.355,1
CMP-02278,Neighborhood,Central,Normal,Family Celebration,Red Velvet,Free Add-on,15,28751,0,0,1,Weekday,13,2613,4391,364,1015,244,235772.32,57.83,88214.05,48136.61,0.546,0
CMP-02279,Mall,North,Graduation,Self Reward,Cheesecake,Free Add-on,15,31365,1,0,0,Weekday,4,10959,6627,724,869,261,192787.65,47.36,67129.16,24166.87,0.36,0
CMP-02280,Transit,Bangkok,New Year,Self Reward,Strawberry,Discount,5,28415,0,0,0,Weekday,9,7181,4861,258,912,272,235660.8,56.57,46606.45,86716.97,1.861,1
CMP-02281,Neighborhood,South,Graduation,Self Reward,Vanilla,Personalized Box,15,27336,0,0,1,Weekend,13,5138,6068,317,749,562,400732.98,52.76,59510.17,151915.92,2.553,1
CMP-02282,Transit,Bangkok,Normal,Friend Group,Chocolate,Bundle,25,54292,0,0,0,Weekday,8,8726,10817,258,590,247,109297.5,49.02,71205.8,-17632.7,-0.248,0
CMP-02283,University Area,Bangkok,Normal,Seasonal Gift,Matcha,Limited Edition,25,9114,0,0,0,Weekend,10,8617,2347,374,926,207,149511.96,47.25,29368.68,41269.98,1.405,0
CMP-02284,Mall,Northeast,Normal,Couple Gift,Matcha,Creator Collaboration,25,49866,0,0,0,Weekend,6,9110,8759,459,859,348,224199.0,40.53,72301.93,18570.42,0.257,0
CMP-02285,University Area,Bangkok,New Year,Office Celebration,Chocolate,Bundle,10,27165,0,0,1,Weekend,10,9891,5595,505,793,620,495593.28,56.16,81851.02,196461.85,2.4,1
CMP-02286,Mall,Bangkok,Mother's Day,Self Reward,Vanilla,Personalized Box,20,5000,0,0,0,Weekend,3,14523,1544,614,640,240,122880.0,47.28,13837.51,44255.91,3.198,1
CMP-02287,Hospital,Bangkok,Christmas,Self Reward,Strawberry,Creator Collaboration,20,44032,1,1,1,Weekend,8,5735,17428,312,994,358,344464.74,39.78,129903.25,7128.87,0.055,0
CMP-02288,Neighborhood,Bangkok,Normal,Seasonal Gift,Fruit Cake,Free Add-on,25,53799,1,0,0,Weekday,5,7053,11261,423,857,272,174828.0,42.51,93640.15,-19317.26,-0.206,0
CMP-02289,Neighborhood,South,Mother's Day,Office Celebration,Matcha,Limited Edition,10,5000,0,1,0,Weekday,4,4350,1450,463,836,117,99791.71,47.35,18944.87,28310.18,1.494,0
CMP-02290,CBD / Office,Bangkok,New Year,Couple Gift,Matcha,Bundle,15,41709,0,1,0,Weekend,10,12324,6075,639,927,693,595193.79,54.63,77364.2,247765.72,3.203,1
CMP-02291,CBD / Office,Bangkok,Valentine,Office Celebration,Cheesecake,Bundle,20,45996,0,0,1,Weekday,10,7208,7320,623,1034,732,678171.65,52.39,95812.9,259482.0,2.708,1
CMP-02292,Mall,South,Normal,Seasonal Gift,Chocolate,Creator Collaboration,25,57669,0,0,1,Weekday,8,11358,13363,647,740,638,396580.8,38.96,86422.55,68074.88,0.788,0
CMP-02293,Hospital,Bangkok,Valentine,Office Celebration,Cheesecake,Bundle,10,25084,1,0,1,Weekday,12,5626,4180,321,841,353,299247.98,52.56,94367.55,62918.52,0.667,0
CMP-02294,University Area,Bangkok,Mother's Day,Birthday,Strawberry,Creator Collaboration,5,87496,1,0,0,Weekday,12,9052,20294,379,908,610,526186.0,50.1,168843.01,94759.17,0.561,0
CMP-02295,CBD / Office,Bangkok,Normal,Birthday,Strawberry,Creator Collaboration,10,40188,0,0,0,Weekend,10,8768,9331,583,917,382,315264.6,54.46,62089.69,109610.16,1.765,0
CMP-02296,Mall,Northeast,Christmas,Office Celebration,Matcha,Social Challenge,0,58489,0,1,1,Weekday,5,10086,11685,556,990,340,407286.0,61.74,85431.43,166043.19,1.944,1
CMP-02297,Transit,South,Back to School,Family Celebration,Strawberry,Personalized Box,5,19981,0,1,1,Weekend,4,7727,4640,349,975,186,208461.83,55.5,38016.9,77677.14,2.043,1
CMP-02298,Hospital,Bangkok,Songkran,Couple Gift,Matcha,Discount,15,84153,0,0,0,Weekday,6,4784,10940,338,759,259,167093.85,53.89,98559.63,-8506.19,-0.086,0
CMP-02299,CBD / Office,Bangkok,Graduation,Self Reward,Cheesecake,Discount,20,6593,0,1,0,Weekday,14,10583,1223,532,946,376,310166.91,48.01,37652.79,111251.11,2.955,0
CMP-02300,CBD / Office,Bangkok,New Year,Birthday,Vanilla,Limited Edition,5,32798,0,0,1,Weekend,3,11349,5278,371,724,151,120973.57,66.0,53190.25,26652.31,0.501,0
CMP-02301,Hospital,Northeast,Normal,Couple Gift,Strawberry,Discount,20,27006,0,0,0,Weekday,13,6657,4731,326,906,289,209467.2,49.65,64817.62,39172.54,0.604,0
CMP-02302,Mall,Central,Normal,Friend Group,Fruit Cake,Social Challenge,5,57358,1,1,0,Weekday,5,12167,16607,762,931,475,457923.99,56.36,102255.43,155823.38,1.524,1
CMP-02303,Hospital,North,Graduation,Couple Gift,Red Velvet,Limited Edition,10,29733,0,0,0,Weekday,14,2823,5133,245,1039,341,331623.86,46.91,86764.35,68816.41,0.793,0
CMP-02304,Mall,Bangkok,Normal,Seasonal Gift,Red Velvet,Discount,20,43325,0,1,1,Weekday,14,12025,7380,596,938,606,550238.3,56.48,105920.93,204875.72,1.934,0
CMP-02305,Neighborhood,Bangkok,Graduation,Couple Gift,Cheesecake,Free Add-on,15,30280,1,1,1,Weekend,9,4912,7388,394,959,445,438917.52,58.91,89834.16,168718.82,1.878,1
CMP-02306,Transit,South,Graduation,Self Reward,Matcha,Free Add-on,10,15971,0,1,0,Weekday,8,6063,3566,250,920,223,201261.96,47.62,42380.58,53458.55,1.261,1
CMP-02307,Mall,Bangkok,Valentine,Friend Group,Red Velvet,Discount,0,33147,0,0,0,Weekday,14,13550,6731,556,1005,679,682395.0,64.92,70640.58,372378.34,5.271,0
CMP-02308,Mall,Central,Normal,Friend Group,Red Velvet,Free Add-on,25,36348,0,0,0,Weekday,8,10496,6932,763,1087,358,291859.5,48.34,67747.77,73334.49,1.082,0
CMP-02309,Mall,North,Mother's Day,Friend Group,Strawberry,Creator Collaboration,5,60953,1,0,0,Weekend,10,10642,15996,580,944,721,646592.8,61.49,131033.09,266569.42,2.034,1
CMP-02310,CBD / Office,Central,Songkran,Self Reward,Cheesecake,Discount,15,69908,1,0,0,Weekend,11,8599,17343,428,821,613,427782.05,48.12,152470.32,53377.11,0.35,0
CMP-02311,Transit,Bangkok,Mother's Day,Family Celebration,Strawberry,Personalized Box,25,15973,0,1,0,Weekday,9,8392,2889,267,894,309,225831.11,49.74,33874.7,78454.49,2.316,1
CMP-02312,Transit,North,Normal,Couple Gift,Red Velvet,Limited Edition,15,31038,0,0,1,Weekday,7,6662,5862,405,988,308,301285.3,51.32,51794.99,102830.65,1.985,1
CMP-02313,Mall,Bangkok,Normal,Friend Group,Chocolate,Bundle,15,22806,0,1,0,Weekend,13,16078,4961,655,783,481,348941.21,51.21,64630.39,114051.4,1.765,0
CMP-02314,Mall,Bangkok,Valentine,Seasonal Gift,Vanilla,Bundle,10,5000,0,0,1,Weekend,10,14115,1966,543,835,462,388856.16,51.84,40790.82,160791.41,3.942,0
CMP-02315,University Area,Bangkok,Christmas,Office Celebration,Red Velvet,Social Challenge,15,64149,1,0,0,Weekend,12,8577,14776,539,969,872,718222.8,51.63,130459.21,240352.19,1.842,1
CMP-02316,University Area,Bangkok,Christmas,Office Celebration,Red Velvet,Social Challenge,20,70574,1,1,0,Weekend,7,9147,24762,271,990,255,220136.4,51.57,111471.11,2058.2,0.018,0
CMP-02317,Transit,North,Normal,Couple Gift,Matcha,Limited Edition,20,5000,0,1,0,Weekend,10,8813,2611,382,934,209,177028.42,47.97,43977.07,40937.94,0.931,0
CMP-02318,Hospital,South,New Year,Couple Gift,Chocolate,Bundle,15,90966,0,0,0,Weekday,14,5341,11782,201,849,372,268453.8,50.77,118874.76,17408.47,0.146,0
CMP-02319,Mall,South,Graduation,Seasonal Gift,Chocolate,Creator Collaboration,15,56965,0,0,0,Weekday,12,8502,11843,636,718,1068,651800.4,54.8,90205.2,266977.04,2.96,1
CMP-02320,Neighborhood,Central,Christmas,Self Reward,Matcha,Personalized Box,20,27131,0,1,0,Weekday,8,5194,4946,280,917,272,217497.73,49.17,51280.18,55673.42,1.086,0
CMP-02321,Neighborhood,Bangkok,Normal,Office Celebration,Strawberry,Creator Collaboration,5,85042,1,0,0,Weekday,12,5877,22408,449,889,796,672261.8,51.3,162274.17,182596.52,1.125,0
CMP-02322,Hospital,Bangkok,Normal,Birthday,Vanilla,Free Add-on,10,30028,0,0,0,Weekend,14,5416,4923,201,784,247,174283.2,54.29,62344.34,32279.33,0.518,0
CMP-02323,Mall,Central,Songkran,Self Reward,Matcha,Discount,25,19449,0,1,1,Weekday,9,10709,5140,476,885,565,453772.69,54.73,58856.47,189480.52,3.219,1
CMP-02324,Neighborhood,North,Normal,Self Reward,Red Velvet,Discount,20,43923,0,0,0,Weekday,6,4709,7446,460,966,304,234931.2,53.42,67373.61,58121.95,0.863,0
CMP-02325,Neighborhood,Bangkok,Normal,Family Celebration,Strawberry,Personalized Box,10,44273,1,1,0,Weekday,14,6169,8064,259,878,437,376395.97,47.24,125461.92,52346.97,0.417,0
CMP-02326,Mall,Bangkok,Normal,Friend Group,Strawberry,Limited Edition,15,6576,0,0,0,Weekend,9,13391,2581,756,904,309,246933.02,48.25,43455.85,75688.26,1.742,0
CMP-02327,Neighborhood,Bangkok,New Year,Self Reward,Cheesecake,Discount,15,15330,0,1,1,Weekday,7,5546,2153,321,882,233,211362.92,58.27,43692.34,79478.16,1.819,1
CMP-02328,Transit,Northeast,Back to School,Office Celebration,Fruit Cake,Free Add-on,30,33458,1,1,0,Weekday,11,7109,6791,238,1036,332,262435.38,44.78,95109.77,22404.41,0.236,0
CMP-02329,CBD / Office,Central,New Year,Birthday,Fruit Cake,Creator Collaboration,0,68467,1,0,0,Weekend,13,8247,12316,494,857,928,795296.0,61.47,139270.96,349562.75,2.51,1
CMP-02330,Mall,Bangkok,Valentine,Couple Gift,Vanilla,Discount,20,35748,0,0,0,Weekday,7,15077,5330,746,833,608,405171.2,52.49,49199.0,163469.12,3.323,1
CMP-02331,Neighborhood,Northeast,Back to School,Self Reward,Strawberry,Personalized Box,15,52252,0,0,1,Weekday,12,4569,8559,247,866,367,302566.54,52.84,89164.83,70698.05,0.793,0
CMP-02332,Neighborhood,North,New Year,Office Celebration,Chocolate,Personalized Box,0,22604,1,0,0,Weekend,14,4575,4898,264,771,402,309942.0,52.48,90696.59,71961.95,0.793,0
CMP-02333,University Area,North,Christmas,Seasonal Gift,Vanilla,Creator Collaboration,30,47684,0,0,1,Weekend,10,7118,10790,361,761,528,315017.47,42.76,75485.35,59213.82,0.784,0
CMP-02334,Mall,Central,Valentine,Friend Group,Vanilla,Creator Collaboration,15,47850,0,0,0,Weekday,12,10781,13801,742,768,1112,725913.6,45.27,95177.8,233458.88,2.453,1
CMP-02335,Transit,Central,Valentine,Family Celebration,Fruit Cake,Discount,5,13548,0,1,0,Weekend,13,10193,2513,260,841,369,321345.68,56.75,66793.64,115560.14,1.73,1
CMP-02336,University Area,South,Back to School,Friend Group,Fruit Cake,Free Add-on,5,9425,0,0,0,Weekday,12,4996,2241,475,900,138,117990.0,64.41,40879.34,35115.77,0.859,0
CMP-02337,Transit,Bangkok,Songkran,Self Reward,Strawberry,Social Challenge,25,48188,1,1,1,Weekend,14,10078,13068,347,937,666,566318.11,55.64,122805.98,192272.45,1.566,1
CMP-02338,CBD / Office,Bangkok,Back to School,Seasonal Gift,Vanilla,Limited Edition,15,17486,0,0,0,Weekend,10,10037,3272,368,713,273,172069.72,52.03,39271.48,50251.68,1.28,0
CMP-02339,Mall,North,Normal,Couple Gift,Red Velvet,Social Challenge,5,52808,1,0,0,Weekend,5,10298,15580,736,942,528,472507.2,55.51,101214.95,161079.26,1.591,1
CMP-02340,Neighborhood,Central,Normal,Friend Group,Matcha,Limited Edition,30,42906,0,1,1,Weekend,3,5027,8654,294,941,124,102784.6,51.18,63364.65,-10758.01,-0.17,0
CMP-02341,Neighborhood,North,Normal,Office Celebration,Strawberry,Discount,20,28431,0,0,0,Weekday,11,7015,4293,407,847,264,178886.4,52.13,62441.21,30804.1,0.493,0
CMP-02342,Neighborhood,Northeast,New Year,Seasonal Gift,Strawberry,Free Add-on,20,7551,0,0,0,Weekday,9,3017,2839,269,883,188,132803.2,44.58,26775.67,32426.61,1.211,0
CMP-02343,University Area,North,Mother's Day,Seasonal Gift,Chocolate,Bundle,10,33191,0,0,1,Weekend,10,5941,7297,267,761,381,292260.53,49.14,66276.08,77341.83,1.167,0
CMP-02344,Mall,Central,Christmas,Friend Group,Fruit Cake,Limited Edition,15,34879,0,0,0,Weekend,11,14476,7060,764,901,656,522493.5,55.43,76406.84,213200.32,2.79,0
CMP-02345,Mall,Bangkok,Normal,Family Celebration,Fruit Cake,Creator Collaboration,25,34812,0,0,1,Weekend,5,12695,7822,540,785,342,225514.8,45.98,62003.36,41692.56,0.672,0
CMP-02346,Mall,Northeast,New Year,Seasonal Gift,Red Velvet,Personalized Box,10,45187,1,1,1,Weekday,6,8418,7360,762,1024,542,604403.71,56.26,95843.05,244185.84,2.548,1
CMP-02347,Hospital,Central,Normal,Couple Gift,Red Velvet,Discount,0,13575,0,0,1,Weekday,12,3841,2416,206,997,149,166379.36,51.67,69779.89,16182.99,0.232,0
CMP-02348,University Area,Bangkok,Graduation,Office Celebration,Fruit Cake,Bundle,10,77968,1,0,0,Weekday,13,8996,19916,292,990,477,425007.0,55.2,134607.29,99984.63,0.743,0
CMP-02349,Neighborhood,Bangkok,New Year,Couple Gift,Cheesecake,Creator Collaboration,15,44819,0,1,0,Weekend,7,5928,8597,328,1055,324,316696.23,52.29,74039.61,91556.9,1.237,1
CMP-02350,CBD / Office,Bangkok,Christmas,Friend Group,Fruit Cake,Limited Edition,10,17580,0,1,0,Weekday,6,11657,3691,533,972,318,315352.1,57.81,37800.94,144489.61,3.822,1
CMP-02351,Hospital,North,Normal,Couple Gift,Red Velvet,Personalized Box,15,29902,0,1,0,Weekend,12,3596,4049,225,1005,336,312860.52,48.17,72855.03,77840.55,1.068,0
CMP-02352,CBD / Office,Bangkok,Christmas,Birthday,Vanilla,Creator Collaboration,20,48627,1,0,0,Weekend,7,10560,11373,671,788,695,438128.0,51.87,103985.95,123286.53,1.186,0
CMP-02353,Neighborhood,North,Normal,Self Reward,Fruit Cake,Limited Edition,15,15621,0,0,0,Weekend,4,5032,2456,490,916,95,76925.68,48.28,30578.21,6563.37,0.215,0
CMP-02354,CBD / Office,South,Normal,Friend Group,Fruit Cake,Limited Edition,5,15705,0,0,0,Weekday,5,8846,3466,623,968,153,146326.75,49.53,27602.21,44875.68,1.626,0
CMP-02355,Neighborhood,Bangkok,Mother's Day,Friend Group,Cheesecake,Creator Collaboration,5,69438,0,1,0,Weekend,14,5911,21926,452,867,934,838525.12,63.85,126818.1,408565.64,3.222,1
CMP-02356,Mall,Bangkok,Mother's Day,Couple Gift,Strawberry,Creator Collaboration,25,77819,0,0,0,Weekday,9,10213,18487,532,958,578,415293.0,55.9,108476.12,123671.05,1.14,0
CMP-02357,Mall,Central,Normal,Self Reward,Cheesecake,Limited Edition,10,18888,0,1,0,Weekend,4,11287,4589,439,918,243,227589.02,52.78,33500.46,86621.11,2.586,1
CMP-02358,Mall,Bangkok,Normal,Birthday,Strawberry,Discount,25,18266,0,0,0,Weekday,11,14244,2016,694,968,288,209088.0,54.43,45500.4,68310.27,1.501,0
CMP-02359,University Area,North,New Year,Friend Group,Chocolate,Creator Collaboration,15,67725,1,0,0,Weekend,9,8938,18843,484,657,579,323342.55,55.11,140487.86,37713.77,0.268,0
